8,32,26,8,33,45,78.514
7,54,44,7,55,13,29.57
2,21,35,2,22,1,26.461
1,43,2,1,44,20,78.003
1,4,52,1,6,17,84.43
0,27,3,0,27,57,54.342
6,59,38,7,0,42,64.305
6,21,22,6,22,48,85.446
5,43,22,5,44,35,73.523
23,32,18,23,33,4,45.976
22,53,53,22,55,15,81.737
22,15,47,22,17,9,82.011
21,38,5,21,38,42,37.056
4,10,27,4,11,40,72.383
3,32,15,3,33,41,85.418
2,54,18,2,55,25,66.867
20,43,4,20,44,3,58.103
20,4,45,20,6,9,84.188
19,26,42,19,28,0,78.084
1,21,18,1,22,36,78.117
0,43,9,0,44,33,84.175
0,5,15,0,6,13,58.033
17,53,53,17,55,0,66.918
17,15,37,17,17,3,85.422
16,37,38,16,38,51,72.337
23,10,36,23,11,13,37.222
22,32,9,22,33,31,82.033
21,54,3,21,55,25,81.715
21,16,14,21,17,0,45.88
15,4,43,15,5,56,73.564
14,26,30,14,27,56,85.442
13,48,36,13,49,40,64.235
20,21,21,20,22,16,54.434
19,43,1,19,44,26,84.441
19,4,58,19,6,16,77.974
18,27,17,18,27,43,26.276
12,54,5,12,54,34,29.767
12,15,33,12,16,52,78.548
11,37,24,11,38,49,84.202
10,59,35,11,0,28,52.612
17,32,9,17,33,15,65.458
16,53,54,16,55,19,85.509
16,15,54,16,17,7,72.802
10,4,49,10,5,36,47.781
9,26,24,9,27,47,82.115
8,48,19,8,49,41,81.603
8,10,38,8,11,12,33.976
14,42,59,14,44,12,73.194
14,4,47,14,6,13,85.331
13,26,50,13,27,56,65.931
7,15,36,7,16,35,59.38
6,37,16,6,38,41,84.412
5,59,14,6,0,32,77.462
11,53,49,11,55,8,78.677
11,15,41,11,17,5,83.945
10,37,48,10,38,45,56.786
4,26,24,4,27,32,67.862
3,48,9,3,49,35,85.492
3,10,11,3,11,22,71.471
9,43,7,9,43,47,39.871
9,4,41,9,6,3,82.399
8,26,35,8,27,57,81.334
7,48,47,7,49,31,44.07
1,37,14,1,38,28,74.262
0,59,2,1,0,28,85.359
0,21,8,0,22,11,63.034
6,53,52,6,54,48,56.019
6,15,33,6,16,58,84.642
5,37,30,5,38,48,77.418
4,59,51,5,0,13,22.475
23,26,35,23,27,8,32.593
22,48,5,22,49,24,79.049
22,9,56,22,11,20,83.964
21,32,8,21,32,59,50.872
4,4,40,4,5,47,66.574
3,26,26,3,27,51,85.554
2,48,26,2,49,38,72.039
20,37,19,20,38,9,49.377
19,58,56,20,0,18,82.452
19,20,51,19,22,12,81.197
18,43,12,18,43,42,30.747
1,15,30,1,16,44,74.007
0,37,19,0,38,44,85.22
23,59,23,0,0,28,64.887
17,48,7,17,49,7,60.51
17,9,48,17,11,13,84.603
16,31,46,16,33,3,76.853
23,5,2,23,5,8,5.418
22,26,21,22,27,40,79.254
21,48,13,21,49,37,83.674
21,10,20,21,11,16,55.365
14,58,56,15,0,4,68.729
14,20,41,14,22,6,85.54
13,42,43,13,43,54,70.592
20,15,37,20,16,20,42.488
19,37,12,19,38,35,82.77
18,59,7,19,0,28,80.903
18,21,20,18,22,2,41.999
12,9,46,12,11,0,74.935
11,31,34,11,32,59,85.255
10,53,41,10,54,43,61.754
17,26,23,17,27,21,57.598
16,48,5,16,49,29,84.83
16,10,3,16,11,19,76.821
15,32,25,15,32,43,17.698
9,59,5,9,59,41,35.303
9,20,36,9,21,56,79.559
8,42,28,8,43,52,83.688
8,4,41,8,5,30,48.899
14,37,12,14,38,19,67.64
13,58,57,14,0,23,85.579
13,20,58,13,22,10,71.267
7,9,50,7,10,41,51.066
6,31,28,6,32,50,82.805
5,53,23,5,54,44,80.723
5,15,45,5,16,12,26.656
11,48,2,11,49,16,74.741
11,9,51,11,11,16,85.1
10,31,55,10,32,59,63.905
4,20,38,4,21,40,61.742
3,42,20,3,43,45,84.796
3,4,19,3,5,35,76.149
9,37,29,9,37,45,15.887
8,58,52,9,0,12,79.748
8,20,45,8,22,8,83.416
7,42,53,7,43,47,54.07
1,31,27,1,32,37,69.647
0,53,13,0,54,38,85.573
0,15,15,0,16,25,69.615
6,48,8,6,48,53,44.663
6,9,44,6,11,7,83.08
5,31,39,5,33,0,80.501
