4,53,53,4,54,33,40.057
22,42,17,22,43,33,75.608
22,4,6,22,5,31,85.13
21,26,13,21,27,14,60.412
3,58,54,3,59,53,58.979
3,20,36,3,22,1,84.984
2,42,35,2,43,51,76.247
2,5,0,2,5,11,11.496
20,31,36,20,32,14,37.702
19,53,8,19,54,28,80.025
19,15,0,19,16,24,83.407
18,37,14,18,38,1,46.933
1,9,43,1,10,52,68.633
0,31,29,0,32,55,85.585
23,53,30,23,54,41,70.469
17,42,21,17,43,14,52.504
17,3,59,17,5,22,83.1
16,25,55,16,27,15,80.278
15,48,19,15,48,42,22.316
22,20,33,22,21,48,75.478
21,42,23,21,43,48,84.951
21,4,27,21,5,30,62.793
14,53,9,14,54,12,62.753
14,14,52,14,16,16,84.945
13,36,51,13,38,6,75.511
20,9,57,20,10,20,22.236
19,31,24,19,32,44,80.276
18,53,17,18,54,40,83.1
18,15,25,18,16,18,52.487
12,3,58,12,5,9,70.407
11,25,44,11,27,10,85.585
10,47,48,10,48,56,68.706
17,20,39,17,21,26,46.989
16,42,16,16,43,39,83.417
16,4,11,16,5,31,80.004
15,26,26,15,27,3,37.572
9,53,28,9,53,39,10.741
9,14,48,9,16,5,76.198
8,36,38,8,38,3,84.995
7,58,46,7,59,45,59.074
14,31,25,14,32,26,60.484
13,53,8,13,54,33,85.138
13,15,7,13,16,22,75.563
7,4,7,7,4,47,39.904
6,25,39,6,27,0,80.475
5,47,32,5,48,55,83.096
5,9,47,5,10,31,44.747
11,42,14,11,43,24,69.67
11,4,1,11,5,27,85.572
10,26,3,10,27,12,69.595
4,14,52,4,15,47,54.034
3,36,31,3,37,54,83.412
2,58,27,2,59,47,79.749
2,20,55,2,21,10,15.877
8,53,4,8,54,21,76.174
8,14,55,8,16,19,84.79
7,37,0,7,38,1,61.71
1,25,40,1,26,44,63.934
0,47,23,0,48,48,85.104
0,9,23,0,10,38,74.714
6,42,27,6,42,54,26.666
6,3,56,6,5,16,80.72
5,25,49,5,27,12,82.812
4,47,58,4,48,49,51.105
22,36,30,22,37,41,71.317
21,58,16,21,59,42,85.578
21,20,20,21,21,28,67.579
3,53,10,3,53,58,48.824
3,14,47,3,16,11,83.675
2,36,43,2,38,3,79.588
1,58,58,1,59,34,35.482
20,25,57,20,26,15,18.121
19,47,20,19,48,37,76.864
19,9,10,19,10,35,84.819
18,31,18,18,32,16,57.513
1,3,57,1,4,58,61.664
0,25,40,0,27,5,85.247
23,47,39,23,48,54,74.994
17,36,37,17,37,19,42.119
16,58,11,16,59,32,80.923
16,20,4,16,21,27,82.758
15,42,20,15,43,2,42.42
22,14,46,22,15,56,70.524
21,36,33,21,37,58,85.543
20,58,35,20,59,44,68.799
14,47,24,14,48,19,55.387
14,9,3,14,10,26,83.675
13,30,59,13,32,18,79.255
